"GEOID","org_name","budg_NIA_cuts","budg_NIAID_cuts","budg_NCI_cuts","budg_NIH_cuts","budg_NIA_cuts_econ_loss","budg_NIA_cuts_job_loss","budg_NIAID_cuts_econ_loss","budg_NIAID_cuts_job_loss","budg_NCI_cuts_econ_loss","budg_NCI_cuts_job_loss","budg_NIH_cuts_econ_loss","budg_NIH_cuts_job_loss","state","rep_name","pol_party"
"0105","Gan Corporation",0,0,0,235412.809502813,0,0,0,0,0,0,602656.792327202,2.59835686285442,"Alabama","Dale W. Strong","Republican"
"0105","Vanderbilt University Medical Center",13092.5733644899,24218.7337372741,18908.1842562268,166820.179984431,33516.9878130942,0.144508609900604,61999.9583674218,0.267313036825798,48404.9516959406,0.208698118127237,427059.660760143,1.84126921742538,"Alabama","Dale W. Strong","Republican"
"0106","University of Alabama at Birmingham",3078346.33141181,5636718.97374752,3713587.12330834,36335731.3343233,7880566.60841422,33.9770904283397,14430000.5727937,62.2149978174555,9506783.03566936,40.9885282284978,93019472.2158676,401.05377901386,"Alabama","Gary J. Palmer","Republican"
"0106","University of Alabama",96555.358415451,56357.9096650614,43746.7527058132,1006325.93866933,247181.717543555,1.06572483763318,144276.248742557,0.622047549849201,111991.686926882,0.482852548936537,2576194.40299349,11.1072711571314,"Alabama","Gary J. Palmer","Republican"
"0106","Southern Research Institute",5645.62493758804,385940.220515826,0,845536.840266312,14452.7998402254,0.0623132969385366,988006.964520514,4.25979547479493,0,0,2164574.31108176,9.33256969466633,"Alabama","Gary J. Palmer","Republican"
"0106","University of South Alabama",13063.1151234009,57004.6432151855,52972.2040607614,387658.424818231,33441.5747159063,0.144183466068954,145931.886630875,0.629185838381385,135608.842395549,0.584677997142544,992405.56753467,4.27876006703767,"Alabama","Gary J. Palmer","Republican"
"0106","Stillman College",0,0,0,300803.878735393,0,0,0,0,0,0,770057.929562605,3.3201074501258,"Alabama","Gary J. Palmer","Republican"
"0107","University of Alabama at Birmingham",5883687.62763729,10773542.0631169,7097832.49162277,69449006.0170916,15062240.3267515,64.9409017225985,27580267.6815792,118.91242033971,18170451.1785543,78.3419636550351,177789455.403755,766.53985730021,"Alabama","Terri A. Sewell","Democrat"
"0107","University of Alabama",184547.645563496,107717.683495263,83613.7977777356,1923405.24336122,472441.972642549,2.03693521345024,275757.269747874,1.18892843066534,214051.322311003,0.922883022992446,4923917.42300471,21.2294871493731,"Alabama","Terri A. Sewell","Democrat"
"0107","Southern Research Institute",10790.5641599245,737653.095522604,0,1616086.72650709,27623.8442494067,0.119100300863941,1888391.92453787,8.14180837145168,0,0,4137182.01985816,17.8374747137006,"Alabama","Terri A. Sewell","Democrat"
"0107","Stillman College",0,0,0,574930.780725067,0,0,0,0,0,0,1471822.79865617,6.34576913175736,"Alabama","Terri A. Sewell","Democrat"
"0107","Adjuvax LLC",0,227159.344534202,0,247301.70472582,0,0,581527.922007557,2.50725966475032,0,0,633092.3640981,2.7295799367377,"Alabama","Terri A. Sewell","Democrat"
"0200","University of Alaska Fairbanks",45026.473670075,141940.21795976,0,4362954.467831,115267.772595392,0.496977403726941,363366.957976984,1.56665790714496,0,0,11169163.4376474,48.1558871318536,"Alaska","Nicholas J. Begich III","Republican"
"0200","Alaska Native Tribal Health Consortium",0,0,182147.376125535,1071261.96780635,0,0,0,0,466297.282881369,2.01044236210542,2742430.63758426,11.823999262586,"Alaska","Nicholas J. Begich III","Republican"
"0200","Shee Atika Enterprises, LLC",0,0,769788.015489048,819354.764974449,0,0,0,0,1970657.31965196,8.4964959095191,2097548.19833459,9.04358637569545,"Alaska","Nicholas J. Begich III","Republican"
"0200","Southcentral Foundation",0,249910.81716975,132740.353721729,651484.642147191,0,0,639771.69195456,2.75837788209573,339815.305527626,1.46511487543525,1667800.68389681,7.19072846776072,"Alaska","Nicholas J. Begich III","Republican"
"0200","Yukon-Kuskokwim Health Corporation",0,0,0,294679.909140842,0,0,0,0,0,0,754380.567400555,3.25251444846408,"Alaska","Nicholas J. Begich III","Republican"
"0401","Arizona State University-Tempe Campus",452908.58201205,136904.909681077,279464.142902718,2902686.66239369,1159445.96995085,4.99895534487731,350476.568783558,1.51108094916152,715428.205830959,3.08457120564771,7430877.85572785,32.038255802119,"Arizona","David Schweikert","Republican"
"0401","Mayo Clinic Arizona",97220.9009443678,400263.799190047,1194050.46538293,2781340.50818297,248885.506417582,1.07307072930825,1024675.32592652,4.41789124293686,3056769.1913803,13.1792710340394,7120231.7009484,30.6989038219089,"Arizona","David Schweikert","Republican"
"0401","University of Arizona",309405.935571117,108475.339017447,145465.498100686,1375049.59257638,792079.19506206,3.41505221316131,277696.867884664,1.19729101479958,372391.675137756,1.60556800667186,3520126.95699553,15.1770396571955,"Arizona","David Schweikert","Republican"
